1702340480.48 68 83 0 0 0
1702340480.48 69 70 0 0 0
1702340480.48 70 71 0 0 0
1702340480.48 71 60 0 0 0
1702340480.48 72 36 0 0 0
1702340480.48 73 8 0 0 0
1702340480.48 74 17 0 0 0
1702340480.48 75 21 0 0 0
1702340480.48 76 -6 0 0 0
1702340480.48 77 -35 0 0 0
1702340480.55 78 -19 0 0 0
1702340480.55 79 17 0 0 0
1702340480.55 80 44 0 0 0
1702340480.55 81 44 0 0 0
1702340480.55 82 41 0 0 0
1702340480.55 83 51 0 0 0
1702340480.55 84 74 0 0 0
1702340480.55 85 74 0 0 0
1702340480.55 86 16 0 0 0
1702340480.55 87 -8 0 0 0
1702340480.59 88 -9 0 0 0
1702340480.59 89 -24 0 0 0
1702340480.59 90 51 0 0 0
1702340480.59 91 132 0 0 0
1702340480.59 92 101 0 0 0
1702340480.59 93 60 0 0 0
1702340480.59 94 86 0 0 0
1702340480.59 95 82 0 0 0
1702340480.59 96 70 0 0 0
1702340480.59 97 117 0 0 0
1702340480.59 98 136 0 0 0
1702340480.59 99 98 0 0 0
1702340480.59 0 35 0 0 0
1702340480.59 1 6 0 0 0
1702340480.59 2 27 0 0 0
1702340480.59 3 67 0 0 0
1702340480.59 4 97 0 0 0
1702340480.59 5 85 0 0 0
1702340480.59 6 38 0 0 0
1702340480.59 7 -12 0 0 0
1702340480.59 8 -8 0 0 0
1702340480.59 9 23 0 0 0
1702340480.59 10 17 0 0 0
1702340480.59 11 7 0 0 0
1702340480.59 12 2 0 0 0
1702340480.59 13 -37 0 0 0
1702340480.59 14 -29 0 0 0
1702340480.59 15 27 0 0 0
1702340480.59 16 10 0 0 0
1702340480.59 17 -11 0 0 0
1702340480.6 18 39 0 0 0
1702340480.6 19 70 0 0 0
1702340480.6 20 45 0 0 0
1702340480.6 21 -2 0 0 0
1702340480.6 22 -26 0 0 0
1702340480.6 23 -21 0 0 0
1702340480.6 24 -11 0 0 0
1702340480.6 25 -17 0 0 0
1702340480.6 26 -5 0 0 0
1702340480.6 27 -3 0 0 0
1702340480.6 28 -25 0 0 0
1702340480.6 29 -9 0 0 0
1702340480.6 30 22 0 0 0
1702340480.6 31 59 0 0 0
1702340480.6 32 75 0 0 0
1702340480.6 33 41 0 0 0
1702340480.6 34 -11 0 0 0
1702340480.6 35 -33 0 0 0
1702340480.6 36 -24 0 0 0
1702340480.6 37 6 0 0 0
1702340480.63 38 83 0 0 0
1702340480.63 39 129 0 0 0
1702340480.63 40 113 0 0 0
1702340480.63 41 40 0 0 0
1702340480.63 42 -6 0 0 0
1702340480.63 43 8 0 0 0
1702340480.63 44 36 0 0 0
1702340480.63 45 51 0 0 0
1702340480.63 46 50 0 0 0
1702340480.63 47 17 0 0 0
1702340480.63 48 -41 0 0 0
1702340480.63 49 -89 0 0 0
1702340480.64 50 -82 0 0 0
1702340480.64 51 -38 0 0 0
1702340480.64 52 23 0 0 0
1702340480.64 53 70 0 0 0
1702340480.64 54 55 0 0 0
1702340480.64 55 8 0 0 0
1702340480.64 56 -22 0 0 0
1702340480.64 57 -6 0 0 0
1702340480.67 58 35 0 0 0
1702340480.67 59 33 0 0 0
1702340480.67 60 22 0 0 0
1702340480.67 61 39 0 0 0
1702340480.67 62 16 0 0 0
1702340480.67 63 -5 0 0 0
1702340480.67 64 -19 0 0 0
1702340480.67 65 -20 0 0 0
1702340480.67 66 -9 0 0 0
1702340480.67 67 22 0 0 0
1702340480.67 68 99 0 0 0
1702340480.67 69 132 0 0 0
1702340480.67 70 89 0 0 0
1702340480.67 71 44 0 0 0
1702340480.67 72 36 0 0 0
1702340480.67 73 37 0 0 0
1702340480.67 74 22 0 0 0
1702340480.67 75 -21 0 0 0
1702340480.67 76 3 0 0 0
1702340480.67 77 57 0 0 0
1702340480.7 78 40 0 0 0
1702340480.71 79 1 0 0 0
1702340480.71 80 21 0 0 0
1702340480.71 81 43 0 0 0
1702340480.71 82 9 0 0 0
1702340480.71 83 -26 0 0 0
1702340480.71 84 -25 0 0 0
1702340480.71 85 -11 0 0 0
1702340480.71 86 35 0 0 0
1702340480.71 87 68 0 0 0
1702340480.71 88 61 0 0 0
1702340480.71 89 42 0 0 0
1702340480.71 90 9 0 0 0
1702340480.71 91 40 0 0 0
1702340480.71 92 18 0 0 0
1702340480.71 93 -35 0 0 0
1702340480.71 94 -3 0 0 0
1702340480.71 95 35 0 0 0
1702340480.71 96 6 0 0 0
1702340480.71 97 -3 0 0 0
1702340480.74 98 24 0 0 0
1702340480.74 99 51 0 0 0
1702340480.74 0 48 0 0 0
1702340480.74 1 66 0 0 0
1702340480.74 2 68 0 0 0
1702340480.74 3 66 0 0 0
1702340480.74 4 85 0 0 0
1702340480.74 5 76 0 0 0
1702340480.74 6 59 0 0 0
1702340480.74 7 49 0 0 0
1702340480.75 8 33 0 0 0
1702340480.75 9 -17 0 0 0
1702340480.75 10 -9 0 0 0
1702340480.75 11 28 0 0 0
1702340480.75 12 45 0 0 0
1702340480.75 13 37 0 0 0
1702340480.75 14 48 0 0 0
1702340480.75 15 56 0 0 0
1702340480.75 16 56 0 0 0
1702340480.75 17 54 0 0 0
1702340480.78 18 72 0 0 0
1702340480.78 19 102 0 0 0
1702340480.78 20 57 0 0 0
1702340480.78 21 19 0 0 0
1702340480.78 22 36 0 0 0
1702340480.78 23 38 0 0 0
1702340480.78 24 37 0 0 0
1702340480.78 25 39 0 0 0
1702340480.78 26 27 0 0 0
1702340480.78 27 6 0 0 0
1702340480.79 28 9 0 0 0
1702340480.79 29 49 0 0 0
1702340480.79 30 51 0 0 0
1702340480.79 31 7 0 0 0
1702340480.79 32 -34 0 0 0
