1702340706.34 32 -42 0 0 0
1702340706.34 33 -37 0 0 0
1702340706.34 34 -42 0 0 0
1702340706.34 35 -54 0 0 0
1702340706.34 36 -51 0 0 0
1702340706.34 37 -44 0 0 0
1702340706.34 38 -51 0 0 0
1702340706.34 39 -44 0 0 0
1702340706.34 40 -33 0 0 0
1702340706.34 41 -37 0 0 0
1702340706.34 42 -42 0 0 0
1702340706.34 43 -49 0 0 0
1702340706.34 44 -46 0 0 0
1702340706.34 45 -44 0 0 0
1702340706.34 46 -44 0 0 0
1702340706.34 47 -50 0 0 0
1702340706.34 48 -52 0 0 0
1702340706.34 49 -43 0 0 0
1702340706.34 50 -24 0 0 0
1702340706.34 51 -20 0 0 0
1702340706.34 52 -34 0 0 0
1702340706.34 53 -40 0 0 0
1702340706.34 54 -35 0 0 0
1702340706.34 55 -39 0 0 0
1702340706.34 56 -55 0 0 0
1702340706.34 57 -84 0 0 0
1702340706.34 58 -107 0 0 0
1702340706.34 59 -100 0 0 0
1702340706.34 60 -93 0 0 0
1702340706.34 61 -91 0 0 0
1702340706.34 62 -83 0 0 0
1702340706.34 63 -77 0 0 0
1702340706.34 64 -70 0 0 0
1702340706.34 65 -51 0 0 0
1702340706.34 66 -27 0 0 0
1702340706.34 67 -26 0 0 0
1702340706.34 68 -38 0 0 0
1702340706.35 69 -39 0 0 0
1702340706.35 70 -38 0 0 0
1702340706.35 71 -41 0 0 0
1702340706.35 72 -50 0 0 0
1702340706.35 73 -59 0 0 0
1702340706.35 74 -50 0 0 0
1702340706.35 75 -42 0 0 0
1702340706.35 76 -40 0 0 0
1702340706.35 77 -33 0 0 0
1702340706.35 78 -28 0 0 0
1702340706.38 79 -24 0 0 0
1702340706.38 80 -18 0 0 0
1702340706.38 81 -27 0 0 0
1702340706.38 82 -41 0 0 0
1702340706.38 83 -41 0 0 0
1702340706.38 84 -43 0 0 0
1702340706.38 85 -42 0 0 0
1702340706.38 86 -40 0 0 0
1702340706.38 87 -55 0 0 0
1702340706.38 88 -81 0 0 0
1702340706.41 89 -89 0 0 0
1702340706.41 90 -70 0 0 0
1702340706.41 91 -41 0 0 0
1702340706.41 92 -53 0 0 0
1702340706.41 93 -75 0 0 0
1702340706.41 94 -71 0 0 0
1702340706.41 95 -60 0 0 0
1702340706.41 96 -69 0 0 0
1702340706.41 97 -42 0 0 0
1702340706.41 98 -1 0 0 0
1702340706.41 99 3 0 0 0
1702340706.41 0 -20 0 0 0
1702340706.41 1 -35 0 0 0
1702340706.41 2 -25 0 0 0
1702340706.41 3 -13 0 0 0
1702340706.41 4 -12 0 0 0
1702340706.41 5 -19 0 0 0
1702340706.41 6 -18 0 0 0
1702340706.41 7 -13 0 0 0
1702340706.41 8 -25 0 0 0
1702340706.45 9 -6 0 0 0
1702340706.45 10 25 0 0 0
1702340706.45 11 18 0 0 0
1702340706.45 12 -9 0 0 0
1702340706.45 13 -25 0 0 0
1702340706.45 14 -11 0 0 0
1702340706.45 15 2 0 0 0
1702340706.45 16 -18 0 0 0
1702340706.45 17 -53 0 0 0
1702340706.45 18 -70 0 0 0
1702340706.45 19 -55 0 0 0
1702340706.45 20 -45 0 0 0
1702340706.45 21 -59 0 0 0
1702340706.45 22 -82 0 0 0
1702340706.45 23 -85 0 0 0
1702340706.45 24 -70 0 0 0
1702340706.45 25 -57 0 0 0
1702340706.45 26 -45 0 0 0
1702340706.45 27 -23 0 0 0
1702340706.45 28 -29 0 0 0
1702340706.48 29 -62 0 0 0
1702340706.48 30 -66 0 0 0
1702340706.48 31 -65 0 0 0
1702340706.48 32 -57 0 0 0
1702340706.48 33 -41 0 0 0
